id,givenname,surname,dob,phone number,income
3481,baolev,penno,02-22-1925,02 9673 8893,45956.383
3484,jacinta,clarke,31-12-1938,08 3300 0580,72222.867
3486,bridget,binns,01-12-1980,07 9994 5618,101710.054
3487,lou8s,maso17,18-02-2012,04 5006 9748,137301.506
3488,kirra,mellas,25-12-1903,07 8709 7743,220226.413
349,chelsie,shepherdson,15-06-1987,08 3618 7471,42724.792
3492,dylan,herbert,18-12-1966,07 9444 7450,65981.420
3496,kyoez,gumawan,24-05-1918,02 4658 5812,133197.025
3497,gabrielle,novle,27-93-1920,03 0633 1144,66034.573
350,georgia,leab,11-05-1985,04 9528 7844,37294.243
3501,bayley,willing,19-02-1952,07 6900 9406,85444.648
3505,jasmy17,ilken,14-04-1990,02 7426 2217,130766.727
351,jordan,needham,21-01-1937,02 5873 0119,175405.231
3513,ryan,pulford,02-02-1927,08 7326 5801,47124.911
3517,sarah,matthews,23-07-1977,08 1840 1940,580166.695
352,wil0iam,reid,23-07-1838,04 7815 2562,106849.526
3525,sophie,djugiba,06-09-1922,03 0295 1930,675781.818
3528,julis,fumari,02-04-1942,03 1145 0837,55327.437
3531,olivya,slocck,,08 3835 5479,311158.996
3536,benjamin,matthews,23-03-1961,04 1942 5943,717640.109
3540,kasey,alderson,11-09-1968,07 6226 6925,138276.927
3541,daniel,f3eney,11-06-1968,04 9132 3710,28332.611
3542,sophie,gaskin,11-11-1957,04 7106 9222,154081.479
3546,isabella,daahby-cocks,14-09-1921,,
3548,charl0tte,elong,05-99-1962,02 3865 7993,72861.686
3549,sophie,bishop,27-04-2002,08 2285 8444,824667.420
3550,sraah,morrison,31-10-1984,08 6802 0639,106733.242
3558,gemna,xreid,1o-08-1991,04 5590 8598,59044.335
3559,em8il6,pomfret,11-03-1923,08 6320 0772,38980.620
3561,jackson,white,22-01-1900,02 7182 1284,56233.462
3566,madison,leung,23-08-1973,04 5148 7729,163853.756
3569,imogen,humphreys,09-08-1901,03 5727 8966,68542.167
357,racbel,cowell,,07 6590 4613,165147.189
3574,emiily,richmond,17-10-1912,07 0676 5244,199557.767
3575,ieorge,matthews,23-11-2001,02 9049 2087,160324.i51
3585,nicholas,matthews,06-10-1951,08 3920 4118,177191.689
3591,amber,mcfadden,11-08-1960,07 6137 7556,31262.502
3593,daniel,cureton,24-01-1957,04 3505 3944,118214.069
3594,aideb,gibb,01-06-1044,03 4199 1302,28692.074
3597,sadd,beattie,30-04-2983,02 4791 1977,15137o.091
3599,jas0e6,collinsoh,,03 3540 5809,150809.413
360,alexancler,lowe,22-05-1809,02 7688 6911,30027.135
3603,cooper,higlett,09-12-1988,03 6376 0498,183731.643
3604,deakin,allanby,04-08-2005,04 5435 7478,108554.936
3606,alicia,paterson,14-06-2011,03 5501 3720,158802.163
3609,fyynlay,handel,16-04-1995,03 2910 1293,71394.361
3610,aidan,egan,24-04-1963,08 3360 3467,126699.409
3611,cameron,stingle,04-05-2006,04 6362 6336,65703.034
3615,jacsk9n,teague,23-10-q022,02 7573 0007,325874.576
3618,holly,sloniec,17-11-1914,03 9705 6359,345304.355
3620,kelsey,mi|lar,,02 1311 9935,1018514.825
3624,nicholas,ryan,25-09-1967,02 3691 9969,43672.257
3626,christopher,berry,24-01-2009,04 2116 3570,76891.657
3628,benjamin,ryan,11-10-1946,03 8991 2556,111708.255
3630,mitchell,patson,12-02-1927,07 0546 1900,71253.287
3635,ashleigh,reid,15-10-1955,08 0333 4541,45925.878
3636,benjamin,campbell,23-06-1911,07 4353 4913,41783.125
3639,emiily,beattie,01-02-1975,04 3738 8061,62338.207
364,kenneth,braithwaite,03-01-1979,07 4840 1241,1228586.964
3641,kiera,collier,28-11-2003,04 8478 8233,186216.997
3644,frz,butt,,07 9405 1567,142124.441
3647,jacob,grosser,09-09-1999,08 2843 4446,297987.347
365,zachary,halley,02-04-1976,07 8953 2940,48872.043
3650,hollie,farnhsm,05-91-1923,07 5520 0939,197108.622
3653,isabella,dargenio,30-09-1934,03 1642 3674,546950.285
3655,joshua,cochrane,04-01-2953,,
3660,anthea,crouch,15-03-1926,07 6240 8454,854092.401
3662,sam,rendel,20-12-1990,04 3009 5020,66484.813
3665,liam,ponter,21-12-1969,04 7765 0832,167578.785
3670,kaitlin,mccarthy,23-09-1925,03 2611 0085,1583545.074
3674,georgia,reid,21-01-1937,08 8621 3144,188528.406
3675,gabriel,lainh,31-04-1910,08 7396 4598,191863.692
3677,william,priest,27-08-1922,07 7672 7355,54721.659
368,jaacm,kerley,,03 0717 8413,63724.041
3682,joshua,clarke,26-06-1987,08 7570 8257,159561.394
3686,lauar,robspn,21-10-1983,,1569983.051
3687,michaela,mccarthy,03-10-1910,08 3832 8902,128974.990
369,laclan,harrington,05-21-1913,04 8318 2059,60391.553
3691,kaahla,demasson,13-12-1983,,194727.361
3692,georgia,shepherd,25-12-1928,03 7229 6624,58142.932
3693,man,bistbpo,25-01-2004,07 3676 1385,175011.178
3709,roy,nguyen,22-06-1930,04 1585 4465,183997.458
371,ryan,unetta,18-08-2010,03 5401 0788,106285.233
3710,mitchell,balasubramaniam,15-03-1952,04 1615 4490,50679.447
3713,ellen,schoenberg,25-05-1974,08 6462 6672,175975.183
3716,zachary,zilm,02-11-1925,07 5052 9366,187676.608
372,cooper,hashmi,06-03-2970,07 6354 1212,78023.488
3720,makayla,mcgini6y,28-09-1926,04 4537 6136,548288.934
3722,joshua,alderman,30-10-1981,08 9400 8594,80194.724
3725,olivia,mielx,28-10-1955,08 0848 9589,60570.898
3726,evan,pichugin,03-07-1974,08 7442 6414,121630.125
3727,declen,alderson,20-02-1960,04 8691 5440,174109.726
3733,chloe,camppell,13-06-1947,07 2395 9053,78598.296
3738,cade,gottschling,28-07-1933,07 8612 6519,56718.408
3739,maxin,reid,12-12-1963,04 3312 9091,77110.591
3741,luka,blake,24-11-1992,02 5715 3043,67598.385
3742,caitlin,dixon,13-09-2005,03 4880 0022,107321.239
3746,max,cording,14-06-2007,08 5307 7099,379464.111
3750,rian,garvern,31-07-1087,04 4752 5528,195142.760
3754,alicia,sincovich,17-08-1983,08 6125 1883,109447.912
3755,madeline,white,01-01-1939,03 4910 3285,86677.025
3756,alannah,timoshanko,20-o7-1961,08 9766 9840,8e351.464
3757,tarcy,warnock,30-05-2001,07 5900 9293,61873.951
3761,jewsxe,bordin,05-09-1977,08 4395 2149,186143.445
3763,liali,blayke,04-02-1940,03 1148 5490,77813.268
3764,amy,haack,30-07-1952,07 0930 5948,54509.119
3765,carly,palamaris,05-09-1902,02 6329 8334,83013.770
3767,benjamin,ryan,22-02-1950,03 5068 1263,67772.118
3772,joshua,waterlow,30-04-1951,02 2552 7492,54895.347
3779,erin,green,11-04-1977,03 8798 1825,68548.966
378,robert,mccarthy,05-12-1919,03 7030 3178,153867.085
3780,wheyenne,recikd,17-02-1010,07 4346 7739,81274.782
3781,kyle,weaver,11-01-2011,08 2606 7656,359347.628
3783,olife5,fuda,,02 0589 1560,83113.151
3788,annabelile,mivhelmore,08-06-1985,07 2236 1677,148840.556
3791,arren,wardle,01-10-1975,07 3153 0572,89120.605
3793,kristin,haack,21-05-1967,02 6019 0077,197868.714
3794,imogen,heidrich,05-04-1918,02 0878 7082,403575.510
3797,macy,marshman,23-12-1939,04 9989 5676,80062.084
3798,anwri,culph,04-09-1992,03 1960 6061,744269.256
3800,alia,freeburn,11-04-1958,08 7315 8544,125792.645
3806,jactinta,wyll:e,30-09-1979,03 8450 1104,53478.443
3807,alexamder,herbert,10-03-1910,02 2932 3543,
3811,reeve,pyrgos,06-09-1970,04 3200 9156,107706.287
3815,felicity,vandeckamp,10-03-1966,04 9955 7809,1425211.413
3819,noah,yen,11-12-1917,03 9181 2599,1106163.409
3820,emiily,campbell,29-04-2011,07 8196 0677,349162.829
3821,latham,browne,06-11-1965,04 6037 9247,199976.942
3824,lachlan,kerley,36-12-1976,02 6617 4134,195996.556
3827,tavwh,rvwn,06-01-1964,02 2263 4252,145389.415
3841,lachlan,matthews,24-12-1971,08 2947 0942,43441.809
3844,charlotte,greenhalgb,05-06-1025,08 1557 4259,94745.553
3845,aandrew,ste'lnert,15-04-1979,03 3159 0242,134880.978
385,bailey,campbell,27-07-1907,07 6386 4465,172512.005
3850,claeb,nxkuyes,26-02-1926,07 4681 8837,
3852,zachar:ah,tschirpig,22-01-1985,,22512.445
3859,cameron,berry,09-03-1996,04 6607 2422,68777.078
386,mitchell,pomfrett,15-04-1938,04 8515 8088,204499.897
3860,hollie,riese,22-05-1971,02 7315 8359,56560.891
3861,damien,stedunary,31-11-1910,08 9101 8215,
3862,anthony,bossence,19-05-1952,07 2317 9641,395208.177
3863,dylan,roche,21-09-1992,03 8925 9580,59022.338
3864,cameron,van der kolk,15-04-1943,07 3300 1066,75930.346
3866,isabelJe,whitr,01-10-1976,04 8955 3354,
3867,jvr,treogning,04-03-2936,02 761e 0058,54291.679
3873,connor,noack,11-10-1900,07 4422 3515,89752.061
3874,zasmine,campvell,,02 1172 7236,1029294.684
3878,hcelsie,wht'le,08-11-1002,08 9571 0674,812450.240
3880,kaitoin,bradshaw,08-01-2009,,68550.436
3883,holy,couzens,26-08-1989,,206686.917
3884,hnt6,wh'l5d,02-11-1925,02 8095 8698,172331.953
3885,luke,ryan,09-08-2005,04 0486 0143,89853.010
3889,mo1lie,haverfield,09-11-2930,02 6123 8087,111851.961
3891,natasha,rogan,01-08-1910,08 8187 9304,194598.159
3895,tiarna,badger,22-01-1953,04 7193 9449,75649.083
3897,shakira,crimes,29-05-1986,02 6776 7560,139221.491
3899,samantha,eyfe,11-05-1950,07 0396 9683,31299.004
3902,getogia,nguyen,20-04-1963,04 7682 8u59,73148.918
3903,mitchsl1,white,30-01-1007,02 6607 9939,239731.407
3905,alexander,blake,19-01-1971,04 5360 6754,87146.477
3906,emijly,nguyen,01-06-2090,08 9216 0607,40985.683
3908,talissa,bishop,04-03-1904,04 4137 8874,152424.114
3909,ahnag,drowne,08-11-1904,08 6717 3041,28710.042
3910,alexander,hauser,26-01-1970,07 1493 7395,46096.592
3911,zali,lovelock,29-11-1939,02 9347 4605,31422.620
3914,alana,mason,17-07-1931,07 4923 4787,68679.436
3921,timothy,pascoe,26-09-2003,02 3632 1891,505934.960
3925,ryley,agius,21-05-1996,04 9024 7813,55684.089
3933,matthww,orme,23-11-2918,03 8708 6460,56217.253
3937,qflimn,blake,10-08-2961,,752990.211
3938,sohn,schofer,30-07-1944,,38356.441
3939,lillianna,rolej,29-01-1992,03 1100 7864,49636.310
3942,keira,chapepl,19-05-1966,,148869.296
3944,jean-claude,mkniell,14-06-1925,08 8157 2282,
3960,annabelJe,bonnefin,29-12-1992,04 3081 5445,87680.495
3966,tiahana,green,24-01-1952,02 1889 8323,822731.731
3969,jayden,kushelew,23-10-1971,07 5945 6947,140755.822
397,kane,gohl,07-01-1949,04 5313 7740,189080.591
3974,brendan,cuhry,28-11-1943,,157048.787
3975,nathan,pascale,02-04-1927,04 6639 2225,77238.255
3979,madison,matthews,12-08-1979,02 8934 3513,92097.083
3980,victoria,noble,10-04-1963,04 3880 1575,174608.964
3985,finley,brouwers,29-06-1900,03 0937 6933,51455.440
3986,aimee,malev,05-11-1908,07 7927 8179,56894.517
3993,ala17a,amon,08-07-1919,03 720y 3124,43778.513
4002,james,tud|ey,09-03-1989,07 3654 4813,39099.855
4003,sopine,weni6on,15-10-1974,08 7642 0921,170533.924
4006,ab1>y,thorpe,19-02-1907,08 4002 4457,136740.396
4008,jamie,viiiirnano,18-12-1974,02 2914 3796,95541.6p4
401,roy,siemers,07-05-1946,04 8782 7759,54134.037
4011,ethan,lvarga,12-01-1902,08 3855 5380,74166.909
4018,celsea,hiet,15-04-2012,04 1222 2731,142101.712
4019,tegan,webb,01-09-1966,04 8408 3389,1342243.327
4020,emiily,needham,27-11-1989,02 0307 4364,42223.647
4022,lily,hyland,02-10-1953,08 7026 5789,416161.552
4024,catherine,teague,04-10-1963,02 4217 5686,69226.410
4028,aikaderina,bery,14-12-2008,02 4864 3690,88123.316
4029,emiily,lanyon,23-10-2002,07 1047 3839,57260.829
4032,kyle,jeffries,01-12-1994,07 0689 5503,152028.007
4034,harrison,baumgart,05-05-1973,08 0782 9750,117519.914
4037,cls8dia,campbell,02-12-3002,04 6739 5101,66162.218
4041,elhlie,clsrke,22-12-1901,03 1394 6160,45623.248
4043,trey,dixon,19-11-1949,08 7381 2816,1046152.589
4046,bradley,grossman,23-10-1920,02 7094 0575,63921.900
4049,sean,kradolfer,25-04-2002,03 4400 3803,145784.671
4052,jaykob,boller,08-11-1957,07 2496 8820,48349.240
4053,adan,totonidiz,24-03-3000,04 5076 9586,50969.225
4057,deakin,white,15-11-1919,02 9100 6002,191870.001
4058,bruke,doyle,05-05-1998,,177139.516
4059,ebony,blakd,01-94-1947,04 5500 7667,89561.747
406,oliver,kranz,10-04-1964,08 4195 3673,118014.963
4060,carly,zaltron,25-11-2004,07 8301 8245,96151.455
4063,alexis,armfield,15-08-2011,07 0831 1334,1097616.452
4064,grace,hanna,01-08-1953,02 4921 0206,88007.417
4069,andrew,reid,03-02-2002,03 7788 4607,88346.391
407,kierwn,wadrJe,10-94-1900,04 3370 4341,163174.902
4070,malcenzi,couzens,27-06-2011,08 7450 4330,95849.881
4073,haytmn,singleton,07-06-1985,08 0093 9869,93453.205
4077,isabeIla,egglestorie,21-10-1914,03 3237 9661,34808.238
408,brandon,goldsworthy,01-03-2007,08 9625 7573,35528.629
4090,madeline,bloomfield,30-09-1953,08 7496 3579,147705.745
4091,mia,nguyen,10-06-1983,03 2302 9781,104061.986
4094,sofie,mazzone,25-03-2924,08 3678 2653,36878.526
4096,harry,rabski,02-09-1960,02 3372 5545,97274.817
4097,zames,vlofeo,14-96-1954,02 4431 8467,82185.751
410,cassidy,bradshaw,08-08-1961,08 1041 2376,108807.637
4100,caitlin,reid,30-05-1931,02 3449 5209,66488.400
4103,kirra,dixon,10-02-1959,04 4993 1467,84214.498
4107,jamej,morrison,26-03-1904,04 6955 3129,71501.097
4108,im0ken,yost,04-09-1974,08 1425 9504,52212.272
4109,jayden,crook,24-12-1915,02 4069 0360,
4111,rosa,brock,27-12-1952,03 2057 1250,163555.876
4114,jenna,iron5,21-06-1956,02 8612 8540,20184.799
4117,ava,stephenson,17-08-1978,03 5505 2490,143885.590
4119,bridget,wilkins,02-03-1906,07 9740 7594,69436.716
412,jassim,browne,11-11-1965,03 0368 4347,151189.705
4122,willpw,jervjs,26-09-1982,04 5540 4902,156370.585
4130,he17ry,fullerton,19-08-2012,,55108.199
4137,ruby,stanley,12-03-1932,07 7453 2997,109719.401
4144,mikhaeo,blkake,08-02-1951,04 8953 4704,274519.534
4146,michael,clarke,13-06-1966,02 6132 9423,89345.173
4147,caitlin,desantis,09-02-1983,02 9176 9342,65546.368
4148,talia,fenwick,31-04-1979,07 1510 6180,70017.417
4149,sophie,campbel|,24-05-1980,03 1410 1389,1034074.414
415,isabella,simmonds,01-12-1939,08 1927 6978,57229.664
4151,sean,waIch,01-03-1977,07 3937 9422,271934.113
4156,isabelle,siew,02-09-1968,07 6395 1480,309008.123
4159,chelsea,morrison,19-08-1910,08 0064 1769,35915.754
4161,mj,ahier,26-12-1998,04 4698 8874,
4164,trinity,renfrey,06-09-1961,03 5188 6082,82581.508
4166,myr2,browne,09-03-1978,03 4274 9872,57546.277
4168,samantha,hoffman,21-10-1982,04 8804 5454,42368.276
4171,kelsey,kwald,16-07-1931,02 7529 5361,133448.474
4174,nicholas,astinall,03-10-1916,03 7236 3594,58500.609
4176,tynan,tatarov:c,29-10-1924,07 4609 8583,84195.515
4178,madison,howie,07-06-1918,03 7995 2896,119089.508
4180,tommi-lee,campbell,21-04-1971,02 1700 6672,111407.767
4181,stephanie,shepherd,31-11-1920,04 3203 3087,75358.228
4183,benedict,hassell,06-03-1987,07 6706 0714,29535.343
4186,abbey,browne,19-02-1958,04 9055 2350,141444.055
4189,qadam,godrfey,19-08-2000,07 2518 5318,80945.799
4193,eliza,mo8rtaroglou,16-10-1993,07 3022 8910,103648.538
4194,lochlan,nguyen,07-03-1936,02 9711 0208,41688.350
4197,bailey,pater5on,16-03-1969,04 1612 6259,54344.789
4201,cassandra,olkk,20-20-1904,,33849.167
4204,tyler,steane,,03 0605 8942,139126.563
4206,liy,filgate,08-09-1941,04 4798 3654,
4216,nichooas,whits,02-08-1924,02 7429 9y73,76159.486
4218,natasha,pascoe,18-07-1946,04 5911 6064,57501.454
422,hokoy,neumann,18-1q-1937,08 8139 7677,78290.4r0
4224,benjamin,wilkins,31-08-1998,08 7603 4950,56637.156
4228,mia,thorpe,17-11-1941,08 9199 4205,1204065.387
4235,amyer,campbekl,20-05-1932,08 1413 2792,1140299.244
424,kaitlyn,campbell,18-02-1939,02 9219 9612,
4242,mikayla,robson,26-09-1969,02 0951 5715,68382.751
4243,iinley,crouch,,08 6540 7676,70374.040
4244,paris,clar2<e,24-11-2981,02 7766 6105,116035.827
4245,joel,fitzpatrick,26-09-1940,02 5263 2984,85597.966
4248,charlie,meaney,22-12-1981,04 2917 9339,50301.380
4250,darfy,kamermanh,28-05-1945,08 2515 3784,88217.771
4251,harrison,tsang,05-04-1911,03 1485 3785,81010.107
4256,emiily,carmodi,24-02-1922,08 1783 9110,12867i.234
4257,jemma,rikcet,,02 1808 7249,64466.895
426,dante,gibg,10-11-1934,08 8892 0310,122686.221
4262,max,luckman,11-01-1963,,59593.071
4263,lucy,pride,17-01-2001,04 3818 5017,36501.643
4266,emiily,flannery,21-03-1939,03 6104 3845,40667.310
4269,cheere,humphrey5,28-10-1952,08 9525 6326,74r22.870
4271,jimmy,lavendre,08-02-2000,02 5863 9827,88844.369
4273,elli,magripilis,07-11-1996,04 7154 3700,189681.139
4274,nayaliw,teague,18-02-1943,03 5402 7284,617067.914
4277,cain,bizjak,19-10-1973,08 7374 1976,70793.435
428,robt,felppa,25-10-1959,,85843.631
4282,seanna,blackwell,12-08-1954,02 6820 2657,277211.500
4283,bailey,brone,24-09-2005,04 1330 6899,71364.432
429,larisaa,sa1t,17-05-19q3,02 7807 8948,132745.435
4290,lklan,kostdlnik,16-10-1961,03 8440 4447,154729.508
4291,amber,white,30-05-1964,07 4640 9169,62452.223
4292,kayla,hamelinck,,07 9932 3495,78279.432
4296,lewis,berry,05-06-1958,02 5236 4999,83884.382
4298,zamje,nkiul,07-10-2972,02 1097 2905,98720.086
430,madeleine,reichardt,10-06-1957,04 6780 9534,81807.562
4302,kourtney,hster,17-05-q979,04 5763 8975,166556.671
431,sophie,neville,25-02-1949,03 4477 7141,264573.835
4317,nicholas,roman,02-08-3011,04 2755 9276,
4318,mikhaili,spurgeon,01-02-1930,03 7925 7804,149831.502
4320,dylan,salcedo,19-07-1922,08 0432 8501,641334.924
4321,tahlia,lutz,08-02-1991,03 6553 2459,74739.094
4327,ka,robson,09-06-1994,03 4202 8343,137631.268
433,rub3'l,omrrjsori,19-12-1990,05 8608 3290,101337.377
4332,loclan,priesit,07-08-1996,,193026.392
4335,isabella,babic,22-06-2012,04 7530 5490,72412.770
4340,joshua,maclucas,23-09-1955,03 7190 8141,168022.625
4341,jordan,mirkovic,19-01-1961,02 4829 2686,69004.743
4344,matrh,manaon,21-06-1933,03 4740 9430,
4350,jake,hipkiss,22-03-1980,02 5529 3520,120789.286
4352,teegan,campbekl,18-12-1985,08 6679 7717,152398.757
4355,erin,de boeck,31-09-1923,04 2820 3468,102741.860
4359,bethany,maasepp,19-08-2007,03 6600 0750,164435.992
4360,hyden,lakng,05-11-2008,04 5178 7011,273640.895
4365,michael,gilbertson,18-10-1988,03 2219 7722,590577.538
4367,jasmine,homann,05-08-1944,02 2862 4774,80545.999
4369,samantha,hathaway,19-12-1944,08 1167 2887,39727.960
4375,benjamin,liddy,14-11-1906,08 0065 8682,43860.640
4376,nicholas,campbell,11-01-1985,02 8882 7017,182622.434
4377,roisin,steinert,17-11-1990,02 1648 0046,111282.785
4378,jade,gearman,20-05-2009,04 9382 9650,44353.925
438,cooper,rauseo,02-08-1953,03 8969 8609,62082.118
4381,amber,churches,11-10-1902,02 2786 1747,115125.465
4385,michael,white,27-07-2010,07 7537 4510,85948.392
4387,tony,wilkins,21-10-1969,03 0249 3612,57731.071
4388,patrick,hudde,17-06-1996,03 3218 9390,
4389,benjamin,pennell,16-03-2011,08 9437 7050,164345.792
439,breana,broadby,19-08-1930,07 7427 1533,540500.501
4403,courtne,mazhberg,30-05-1908,03 1022 1796,277942.021
4406,dav'ld,wh'lte,25-06-1984,04 7701 0294,10i931.385
4407,soohie,elphick,,08 0389 8272,4294q.368
4409,zali,menziex,13-07-1995,04 0083 3973,87901.463
441,lywm,kismanic,07-04-1921,08 8324 9492,159541.622
4412,tara,ebert,28-09-1953,08 4014 4161,63485.732
4413,todd,petersen,08-12-1902,03 5056 8062,82249.862
4416,isabella,luzecki,30-12-2006,04 2136 1462,71784.396
4418,jacob,baillie,16-06-1921,03 3662 4525,78849.229
4419,georgia,white,12-06-1990,08 7194 9893,340050.425
4425,aloysius,ryan,24-10-1976,03 2290 9873,1425265.581
4429,liam,ting,11-01-1956,03 4555 5715,66427.742
4432,max,embrey,30-04-1972,07 0617 7189,719599.504
444,ma6tbew,lenae,11-11-1933,07 4746 8223,97958.231
4441,omntana,goldseorbty,25-07-1988,04 5496 u086,109724.657
4444,morgan,matthews,05-04-1982,02 3378 5748,91993.041
4454,elizaebth,wilkins,26-06-1943,07 7550 0618,
446,sophie,paine,18-06-1960,08 9186 1666,38469.053
4460,isabella,hignett,18-07-2012,02 2524 8860,117644.413
4462,daniel,kaplan,25-04-1913,07 3310 9877,77952.485
4463,claire,alhabsji,14-03-1961,08 1829 0932,91723.417
4465,kylie,reid,13-04-1961,03 0979 9233,194017.525
4467,chloe,akauola,29-10-2007,08 5529 0144,326333.450
4469,amyw,gilard,01-01-1904,03 9400 7586,66660.907
4475,caresse,ryan,14-10-1925,04 6447 1577,91319.452
4479,1<arla,doman,12-09-2004,03 7e21 9215,
448,elly,verner,20-04-1959,02 4586 7543,55819.680
4480,hari,timperon,12-07-2007,02 3548 6162,359800.903
4483,liaj,dackin,14-07-1950,,94989.765
4486,jasper,stanley,12-04-1984,03 7192 6855,59067.722
4491,amy,gosyrey,,07 4213 7761,60181.670
4492,ja1<,varcoe,12-06-3974,08 7425 3284,60781.996
4495,chelsea,mcneill,24-06-1979,07 7396 4683,1362911.766
4496,jessica,pelchen,20-03-1949,08 2427 4495,45826.958
4511,kane,clarke,15-11-1904,02 9099 3458,49770.517
4512,samie,ferris,10-05-1951,02 3131 4320,45262.468
4516,monique,zoanetti,13-04-1902,08 4617 6833,89899.325
4518,charltote,fihay,06-07-2941,03 7116 1830,1142411.873
4519,tegab,mcloed,26-06-1962,07 7308 9687,88692.608
4522,solomon,hassold,19-05-1982,04 5665 3917,82342.415
4523,keahley,daloia,04-07-1941,04 6470 2477,83608.935
4530,emiply,p2zc0e,14-06-2005,03 7604 8781,93269.995
4531,conner,aeksander,27-10-1916,,168093.175
4535,adrian,mcgregor,01-05-1937,08 5598 3341,37831.628
4539,hugo,campbell,14-02-1943,07 6801 7197,66835.624
4543,ella,jardjne,01-p5-1998,03 7119 9088,60940.524
4545,dante,lodge,25-06-1918,08 9943 3325,157537.767
4552,darcie,rian,,08 0569 6312,105804.362
4553,jai,white,17-08-1969,08 2181 2410,84476.895
4557,eliza,clarke,07-04-1928,04 9529 2481,331307.112
4558,georgia,berry,02-12-1998,08 2951 1357,39978.074
4560,jame2,mildrej,14-02-1036,04 3549 5025,55360.892
4566,sophie,smallacombe,10-08-2010,07 3671 1500,62229.232
4568,joshua,broxam,14-04-1936,04 0453 3672,398418.291
4578,jake,barisic,26-10-1990,04 6404 7290,51011.024
4582,lily,portlock,28-06-1994,08 6437 7953,89405.893
4584,matthew,hemmings,28-05-1991,03 7903 3360,71480.866
4588,christian,van de4 klaauw,05-10-1076,08 4081 4587,170042.099
4589,conr,lombartoy,26-01-1921,07 3034 0408,412296.055
4591,livia,ryank,13-03-1907,07 3946 2630,73305.107
4596,braedon,tsanlev,,08 5228 5632,251848.384
460,thomas,zimmermann,09-07-1918,08 8783 8608,59268.957
4603,katharine,leslie,23-01-1982,04 5598 6414,27534.442
4604,alysha,wyeth,16-09-1949,03 1197 6443,114437.602
4616,gracie,edson,28-03-2011,07 8894 7059,65620.770
4618,bayley,george,24-05-1992,03 9332 2680,49540.866
4625,sarah,stubbs,28-02-2009,02 5492 4981,270284.880
4627,dam,condo,23-05-1941,07 5150 8905,281207.790
4629,emiily,cadman,16-02-1974,03 2149 4838,45195.520
4632,blal<e,matthews,02-08-2001,02 9570 0917,52836.018
4634,taylah,largw,04-12-1919,04 9609 9033,1250251.243
4635,elise,rayn,13-06-1962,,85287.319
4637,rosie,huddy,13-02-1962,08 2991 8593,52207.360
4639,j0radn,plumb,20-02-1940,04 8781 7840,1490652.114
4641,talena,zien,06-09-1953,03 8568 8024,55825.962
4644,khloe,cochrand,21-06-1972,07 6824 8568,174253.755
4645,joshua,hill-smith,03-06-1985,04 5521 7721,176039.792
4649,kyle,newberry,21-06-1926,07 3301 1658,41713.210
465,erein,white,22-11-2934,,369r7.152
4650,heatb,white,05-07-1081,03 5365 9883,156346.981
4651,oliv:a,lsmprey,27-11-1930,04 2703 9230,336o2.778
4652,sophie,kuiters,10-04-1943,03 8276 4082,187109.755
4653,damien,pegg,26-10-2906,,
4654,naomi,mcgregor,23-08-1940,04 7640 5039,55122.822
4657,evan,jardine,24-09-2924,04 9652 6762,1450613.761
4659,lauren,frusher,05-12-1962,02 4398 2945,47238.817
466,nua,schembri,27-02-1990,,54225.278
4678,kemna,zibwr,01-04-2012,04 2558 4388,1725318.021
468,felicity,gilladz,06-04-1039,02 4416 0784,1133681.904
4680,mia,calipari,29-07-1903,08 7337 3424,134174.686
4681,ellen,campbell,13-12-1982,04 0588 5669,142616.267
4684,campbell,colquon,21-10-1907,08 7885 1106,1570985.410
4687,zakhary,schu0tar,26-10-1909,04 5826 2228,188037.851
4688,pascale,crouch,25-03-1933,08 3584 0928,66523.509
469,charlotte,beaty,18-03-2001,03 1089 7556,80199.632
4690,joshua,saar,26-08-1964,02 5649 3018,1689323.328
4695,nicholas,dutson,13-08-1915,08 0279 6219,64957.768
470,harley,stanley,25-02-1979,03 1751 3970,197291.437
4701,madeleine,petito,23-09-1962,08 8625 9019,70714.374
4702,christian,passone,12-06-1999,04 4494 2840,70543.456
4707,emma,van der hoek,18-05-1954,08 5099 5951,42315.603
4714,sopjie,tatsm,23-02-2968,02 9835 8077,386527.819
4726,jasmije,donaldson,13-01-1911,03 8423 7911,138916.615
4728,tbomas,wihte,23-10-1932,08 9133 1116,134394.373
4729,amy,shephercl,13-05-1947,08 9178 5075,85578.333
4730,darcie,crofts,24-09-1910,02 6727 8298,82408.659
4734,kyle,noble,17-03-1935,08 4400 0079,136516.112
4735,isabelle,corneille,21-03-1918,08 1852 9780,82696.821
4736,dean,hassell,08-09-1942,03 0466 6649,424433.653
474,jac1<,berrv,27-02-1999,04 3581 3987,55029.802
4743,brocck,bud9e,27-09-1960,02 5106 4056,208428.166
4744,zali,jardine,04-06-1908,02 8956 5541,161370.000
4745,levi,mccarthy,25-03-1930,02 9117 7590,69174.591
4748,chloe,versteeg,15-12-1948,07 3420 6075,1033533.399
4749,tori,momcilovic,12-10-1922,07 2676 9204,49345.766
4751,hari,shepherd,22-02-1929,04 4503 4247,170931.975
4752,rhys,klees,29-11-1989,07 8246 3524,111106.229
4754,zara-louise,geling,27-11-1922,,93216.457
4756,krystin,golder,03-10-1987,08 5603 2586,227805.807
476,kiarnee,rapisarda,24-07-1937,03 2846 1614,48779.284
4761,megan,matthews,06-09-2000,08 3806 5215,91400.165
